dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
177,85962,HP1140,,E,11157938,
177,85962,HP0074,,E,11157938,
177,85962,HP1159,,E,11157938,
177,85962,HP0740,,E,11157938,
177,85962,HP1372,,E,11157938,
177,85962,HP1418,,E,11157938,
177,85962,HP1099,,E,11157938,
177,85962,HP1100,,E,11157938,
177,85962,HP1385,,E,11157938,
177,85962,HP0086,,E,11157938,
177,85962,HP0588,,E,11157938,
177,85962,HP0590,,E,11157938,
177,85962,HP0591,,E,11157938,
177,85962,HP1108,,E,11157938,
177,85962,HP1109,,E,11157938,
177,85962,HP1110,,E,11157938,
177,85962,HP0509,,E,11157938,
177,85962,HP1495,,NE,11157938,
177,85962,HP0735,,E,11157938,
177,85962,HP1257,,E,11157938,
177,85962,HP1038,,E,11157938,
177,85962,HP0020,,E,11157938,
177,85962,HP0832,,NE,11157938,
177,85962,HP0801,,NE,11157938,
177,85962,HP0372,,NE,11157938,
177,85962,HP0808,,E,11157938,
177,85962,HP1164,,E,11157938,
177,85962,HP1563,,E,11157938,
177,85962,HP0616,,NE,11157938,
